station,pred,datum,temperatur,nederbordsmangd,vindriktning,vindhastighet,lufttryck,daggpunktstemperatur,month,lag_temperatur
Station_10,110.23877305748925,2017-01-04,-7.1,0,33.25,4.8791666666666655,1032.1333333333337,-12.770833333333336,1,1.1
Station_10,144.70154679943084,2017-01-05,-8,0.1,141.04166666666666,2.3291666666666666,1039.6625000000001,-12.483333333333329,1,-7.1
Station_10,141.01042046096083,2017-01-06,-1,3.4,143.41666666666666,3.8458333333333314,1024.0208333333333,-2.254166666666667,1,-8
Station_10,115.75633467373073,2017-01-07,-1.4,0,158.04166666666666,2.2416666666666667,1028.3041666666668,-1.6083333333333334,1,-1
Station_10,114.49266496280686,2017-01-08,1.8,0.3,204.375,3.8833333333333333,1020.525,1.4666666666666668,1,-1.4
Station_10,101.76413028386176,2017-01-09,0.7,0.2,168.29166666666666,5.008333333333333,1010.4833333333332,-0.3791666666666668,1,1.8
Station_10,105.38615414010441,2017-01-10,2.4,4.6,203.95833333333334,7.358333333333332,992.9666666666668,1.3416666666666668,1,0.7
Station_10,97.62975229492424,2017-01-11,3,0,244.16666666666666,5.720833333333334,990.7291666666666,0.4333333333333333,1,2.4
Station_10,96.34478845627568,2017-01-12,0.3,0,166,1.4666666666666666,991.4791666666666,-0.25833333333333336,1,3
Station_10,109.32663605482107,2017-01-13,-0.4,1,220.25,1.7499999999999993,998.5625,-0.45416666666666666,1,0.3
Station_10,113.60569130949956,2017-01-14,-1.9,0,276.75,3.4999999999999996,1014.2166666666668,-3.283333333333333,1,-0.4
Station_10,121.17173624922624,2017-01-15,-3.3,0,218.29166666666666,2.758333333333333,1026.5708333333332,-4.8625,1,-1.9
Station_10,125.21790114360233,2017-01-16,-1.7,0,169.91666666666666,2.0541666666666667,1035.6833333333332,-3.5833333333333335,1,-3.3
Station_10,115.8633901335169,2017-01-17,1.6,0.8,229.625,3.6916666666666664,1034.8875,1.133333333333333,1,-1.7
Station_10,100.12595977362348,2017-01-18,4.4,0,252.33333333333334,3.2000000000000006,1032.2958333333333,3.9041666666666655,1,1.6
Station_10,87.90310640123954,2017-01-19,5.4,0,275.7083333333333,3.400000000000001,1030.0541666666666,4.120833333333333,1,4.4
Station_10,84.27684378255245,2017-01-20,2.6,0,214.875,1.2333333333333332,1030.3083333333334,2.2249999999999996,1,5.4
Station_10,97.26106344799074,2017-01-21,2.1,0,190.83333333333334,1.6624999999999999,1028.1208333333332,2.0083333333333333,1,2.6
Station_10,99.69752354152247,2017-01-22,1.8,0,247.625,2.5708333333333333,1022.7041666666664,1.1375,1,2.1
Station_10,100.64408771445171,2017-01-23,2.4,0,267.3333333333333,2.408333333333333,1024.9875000000004,2.3125000000000004,1,1.8
Station_10,98.8059119291268,2017-01-24,1,0,260.5416666666667,2.5416666666666665,1030.7291666666665,0.7083333333333335,1,2.4
Station_10,105.825381361521,2017-01-25,0.1,0,203.70833333333334,2.1583333333333337,1031.3958333333333,-0.9458333333333333,1,1
Station_10,109.55644319447042,2017-01-26,0.4,0.2,136.375,2.183333333333333,1024.75,-0.8958333333333336,1,0.1
Station_10,108.72901127385123,2017-01-27,-0.2,0,133.25,1.970833333333333,1020.7208333333334,-1.4083333333333334,1,0.4
Station_10,110.41524162795184,2017-01-28,0.9,1.5,180.625,3.5833333333333335,1016.0083333333336,0.3416666666666672,1,-0.2
Station_10,104.92195773615724,2017-01-29,1.9,0,121.20833333333333,2.4041666666666663,1017.1458333333334,1.6500000000000001,1,0.9
Station_10,100.79058480848994,2017-01-30,1.5,0,82.54166666666667,3.066666666666667,1021.0083333333333,0.054166666666666675,1,1.9
Station_10,102.99918923702926,2017-01-31,0.9,0,135.83333333333334,2.9374999999999996,1021.6458333333331,-0.7916666666666669,1,1.5
Station_10,109.5233675492591,2017-02-01,0.2,0,145.16666666666666,4.145833333333333,1014.3958333333334,-1.0708333333333335,2,0.9
